Word/Phrase,CEFR
"tonight (adv.), (n.) ",A1
tonne (n.) ,B2
too (adv.) ,A1
tool (n.) ,B2
tooth (n.) ,A1
"top (n.), (adj.) ",A2
topic (n.) ,B1
"total (adj.), (n.) ",B1
totally (adv.) ,B1
"touch (v.), (n.) ",B1
tough (adj.) ,B2
"tour (n.), (v.) ",A2
tourist (n.) ,A2
towards (also toward especially in NAmE) (prep.) ,B1
towel (n.) ,A2
tower (n.) ,B1
town (n.) ,A1
"toy (n.), (adj.) ",A2
"trace (v.), (n.) ",B2
track (n.) ,B1
"trade (n.), (v.) ",B1
trading (n.) ,B2
tradition (n.) ,B2
traditional (adj.) ,B1
traditionally (adv.) ,B2
traffic (n.) ,A2
"train (n.), (v.) ",A1
training (n.) ,B1
"transfer (v.), (n.) ",B1
transform (v.) ,B2
translate (v.) ,B1
translation (n.) ,B1
transparent (adj.) ,B2
transport (n.) (BrE) (NAmE transportation) ,B1
"transport (v.) (BrE, NAmE) ",B2
"trap (n.), (v.) ",B2
"travel (v.), (n.) ",A1
traveller (BrE) (NAmE traveler) (n.) ,B1
treat (v.) ,B2
treatment (n.) ,B2
tree (n.) ,A1
trend (n.) ,B1
trial (n.) ,B2
triangle (n.) ,B2
"trick (n.), (v.) ",B1
"trip (n.), (v.) ",A2
tropical (adj.) ,B2
trouble (n.) ,B1
trousers (n.) (especially BrE) ,A1
truck (n.) (especially NAmE) ,B1
true (adj.) ,A2
truly (adv.) ,B2
"trust (n.), (v.) ",B1
truth (n.) ,B2
try (v.) ,A2
tube (n.) ,B1
"Tuesday (n.) (abbr. Tue., Tues.) ",A1
"tune (n.), (v.) ",A2
tunnel (n.) ,B1
"turn (v.), (n.) ",A2
"TV, television ",A1
twice (adv.) ,A2
"twin (n.), (adj.) ",B1
"twist (v.), (n.) ",C1
twisted (adj.) ,B2
"type (n.), (v.) ",A2
typical (adj.) ,B1
typically (adv.) ,B1
tyre (n.) (BrE) (NAmE tire) ,A2
ugly (adj.) ,B1
ultimate (adj.) ,B2
ultimately (adv.) ,C1
umbrella (n.) ,A2
unable (adj.)  (opposite = able),B1
unacceptable (adj.)  (opposite = acceptable) ,B2
uncertain (adj.)  (opposite = certain),B2
uncle (n.) ,A2
uncomfortable (adj.) (opposite = comfortable),B1
unconscious (adj.) (opposite = conscious),B2
uncontrolled (adj.) (opposite = controlled),B2
"under (prep.), (adv.) ",A1
under control ,B2
"underground (adj.), (adv.) ",A2
"underneath (prep.), (adv.) ",B1
understand (v.) ,A1
understanding (n.) ,B2
"underwater (adj.), (adv.) ",B2
underwear (n.) ,B1
undo (v.)  (opposite = do),B2
unemployed (adj.) (opposite = employed),B1
unemployment (n.) (opposite = unemployment),B1
unexpected (adj.) (opposite = expected),B1
unexpectedly (adv.) ,B2
unfair (adj.) (opposite = fair),B1
unfairly (adv.) ,B2
unfortunate (adj.) ,B2
unfortunately (adv.) ,A2
unfriendly (adj.) (opposite = friendly),B1
unhappiness (n.) (opposite = happiness),B2
unhappy (adj.)  (opposite = happy),A2
"uniform (n.), (adj.) ",A2
unimportant (adj.)  (opposite = important),B1
union (n.) ,B1
unique (adj.) ,B2
unit (n.) ,B1
unite (v.) ,C1
united (adj.) ,B2
universe (n.) ,B1
university (n.) ,A1
unkind (adj.) (opposite = kind),B1
unknown (adj.)  (opposite = known),B1
unless (conj.) ,B1
"unlike (prep.), (adj.) (opposite = like)",B2
unlikely (adj.) (opposite = likely),B1
unload (v.)  (opposite = load),C1
unlucky (adj.) (opposite = lucky),B1
unnecessary (adj.) (opposite = necessary),B1
unpleasant (adj.)  (opposite = pleasant),B1
unreasonable (adj.)  (opposite = reasonable),B2
unsteady (adj.) (opposite = steady),B2
unsuccessful (adj.) (opposite = successful),B2
untidy (adj.) (opposite = tidy),B1
"until (also till) (conj.), (prep.) ",A1
unusual (adj.)  (opposite = usual),A2
unusually (adv.)  (opposite = usually),B2
unwilling (adj.) (opposite = willing),B2
unwillingly (adv.)  (opposite = unwillingly),C1
"up (adv.), (prep.) ",A1
upon (prep.) ,B2
upper (adj.) ,B1
"upset (v.), (adj.) ",A2
upsetting (adj.) ,A2
upside down (adv.) ,B2
"upstairs (adv.), (adj.), (n.) ",A2
upward (adj.) ,C1
upwards (also upward especially in NAmE) (adv.) ,C1
urban (adj.) ,B2
"urge (v.), (n.) ",C2
urgent (adj.) ,B1
us (pron.),A1
"use (v.), (n.) ",A1
used (adj.) ,A2
used to (modal) (v.) ,B1
used to sth/to doing sth ,B1
useful (adj.) ,A2
useless (adj.) ,B1
user (n.) ,B1
usual (adj.) ,B1
usually (adv.) ,A2
vacation (n.) ,A1
valid (adj.) ,B2
valley (n.) ,B1
valuable (adj.) ,B1
"value (n.), (v.) ",B1
van (n.) ,B1
variation (n.) ,B2
varied (adj.) ,B2
variety (n.) ,A2
various (adj.) ,A2
vary (v.) ,B2
vast (adj.) ,B2
vegetable (n.) ,A1
vehicle (n.) ,B1
"venture (n.), (v.) ",C2
version (n.) ,B2
vertical (adj.) ,C1
very (adv.) ,A1
via (prep.) ,B1
victim (n.) ,B2
victory (n.) ,B2
video (n.) ,A2
"view (n.), (v.) ",A2
village (n.) ,A1
violence (n.) ,B2
violent (adj.) ,B2
violently (adv.) ,B2
virtually (adv.) ,B2
virus (n.) ,B1
visible (adj.) ,B2
vision (n.) ,B2
"visit (v.), (n.) ",A1
visitor (n.) ,A2
vital (adj.) ,B2
vocabulary (n.) ,A2
voice (n.) ,B1
volume (n.) ,B1
"vote (n.), (v.) ",B1
wage (n.) ,B1
waist (n.) ,B2
wait (v.) ,A1
"waiter, waitress (n.) ",A1
wake (up) (v.) ,A1
"walk (v.), (n.) ",A1
walking (n.) ,A2
wall (n.) ,A1
wallet (n.) ,A2
"wander (v.), (n.) ",B2
want (v.) ,A1
war (n.) ,A2
"warm (adj.), (v.) ",A1
warmth (n.) ,B2
warn (v.) ,B1
warning (n.) ,B1
wash (v.) ,A1
washing (n.) ,A2
"waste (v.), (n.), (adj.) ",B1
"watch (v.), (n.) ",A1
water (n.) ,A1
"wave (n.), (v.) ",B1
way (n.) ,A2
we (pron.),A1
weak (adj.) ,B1
weakness (n.) ,B2
wealth (n.) ,B2
weapon (n.) ,B2
wear (v.) ,A1
weather (n.) ,A1
web (n.) ,B1
website (n.) ,A1
wedding (n.) ,B1
"Wednesday (n.) (abbr. Wed., Weds.) ",A1
week (n.) ,A1
weekend (n.) ,A1
weekly (adj.) ,A2
weigh (v.) ,B1
weight (n.) ,B1
"welcome (v.), (adj.), (n.), (exclamation) ",A2
"well (adv.), (adj.), (exclamation) ",A1
well known (adj.) ,A2
"west (n.), (adj.), (adv.) ",A2
western (adj.) ,B1
wet (adj.) ,A2
"what (pron.), (det.) ",A1
"whatever (det.), (pron.)",B1
wheel (n.) ,A2
"when (adv.), (pron.), (conj.) ",A1
whenever (conj.) ,B1
"where (adv.), (conj.) ",A1
whereas (conj.) ,B2
wherever (conj.) ,B1
whether (conj.) ,B1
"which (pron.), (det.) ",A1
"while (conj.), (n.) ",A2
whilst (conj.) (especially BrE) ,B2
"whisper (v.), (n.) ",B2
"whistle (n.), (v.) ",B2
"white (adj.), (n.) ",A1
who (pron.),A1
whoever (pron.),B2
"whole (adj.), (n.) ",A2
whom (pron.),B2
"whose (det.), (pron.)",B1
why (adv.) ,A1
wide (adj.) ,A2
widely (adv.) ,B2
width (n.) ,B2
wife (n.) ,A1
wild (adj.) ,A2
wildly (adv.) ,B2
"will (modal) (v.), (n.) ",A1
willing (adj.) ,B1
willingly (adv.) ,B2
willingness (n.) ,B2
win (v.) ,A2
wind (n.) ,A1
wind (v.) ,B2
wind sth up ,B2
window (n.) ,A1
wine (n.) ,A1
wing (n.) ,B1
winner (n.) ,A2
winning (adj.) ,A2
winter (n.) ,A1
wire (n.) ,B2
wise (adj.) ,B2
"wish (v.), (n.) ",B1
with (prep.) ,A1
withdraw (v.) ,C1
within (prep.) ,B1
without (prep.) ,A2
"witness (n.), (v.) ",B2
woman (n.) ,A1
wonder (v.) ,B1
wonderful (adj.) ,A2
wood (n.) ,A2
wooden (adj.) ,A2
wool (n.) ,A2
word (n.) ,A1
"work (v.), (n.) ",A1
worker (n.) ,A2
working (adj.) ,B1
world (n.) ,A1
worried (adj.) ,A2
"worry (v.), (n.) ",A2
worrying (adj.) ,A2
"worse, worst, bad ",A2
"worship (n.), (v.) ",C1
worth (adj.) ,B1
would (modal) (v.) ,A1
"wound (n.), (v.) ",B2
wounded (adj.) ,B2
wrap (v.) ,B1
wrapping (n.) ,B1
wrist (n.) ,B2
write (v.) ,A1
writer (n.) ,B1
writing (n.) ,A1
written (adj.) ,B1
"wrong (adj.), (adv.) ",A1
wrongly (adv.) ,B2
yard (n.) ,B1
"yawn (v.), (n.) ",B2
yeah (exclamation) ,A2
year (n.) ,A1
"yellow (adj.), (n.) ",A1
"yes (exclamation), (n.) ",A1
"yesterday (adv.), (n.) ",A1
"yet (adv.), (conj.) ",A2
you (pron.),A1
young (adj.) ,A1
your (det.) ,A1
yours (pron.),A2
Yours faithfully (BrE) ,B2
Yours sincerely (BrE) ,B1
Yours Truly (NAmE) ,B1
yourself (pron.),A2
youth (n.) ,B1
zero (number) ,A2
zone (n.) ,B1
